2025-09-08T16:52:48: [Mon Sep  8 16:52:48 2025] PHP 8.3.6 Development Server (http://localhost:8000) started
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34836 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34836 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34836 Closing
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34842 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34842 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34842 Closing
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34858 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34858 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34858 Closing
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34864 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34864 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34864 Closing
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34880 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34880 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34880 Closing
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34892 Accepted
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34892 [404]: GET /basket - No such file or directory
2025-09-08T17:13:10: [Mon Sep  8 17:13:10 2025] 127.0.0.1:34892 Closing
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34896 Accepted
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34896 [404]: GET /basket - No such file or directory
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34896 Closing
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34910 Accepted
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34910 [404]: GET /basket - No such file or directory
2025-09-08T17:13:11: [Mon Sep  8 17:13:11 2025] 127.0.0.1:34910 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33030 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33030 [404]: GET /catalog_item?iblock_id=21&code=rubashka_eiger_tac_x_conquest_ss_xl_asia_l_eur_khaki&with_images=Y&format=full - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33030 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33042 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33042 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33042 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33048 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33048 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33048 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33052 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33052 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33052 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33066 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33066 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33066 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33070 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33070 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33070 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33080 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33080 [404]: GET /basket - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33080 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33084 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33084 [404]: GET /basket - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33084 Closing
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33086 Accepted
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33086 [404]: GET /basket - No such file or directory
2025-09-08T17:13:26: [Mon Sep  8 17:13:26 2025] 127.0.0.1:33086 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33006 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33006 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33006 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33014 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33014 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33014 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33018 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33018 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33018 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33034 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33034 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33034 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33050 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33050 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33050 Closing
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33060 Accepted
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33060 [404]: GET /basket - No such file or directory
2025-09-08T17:13:39: [Mon Sep  8 17:13:39 2025] 127.0.0.1:33060 Closing
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33070 Accepted
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33070 [404]: GET /basket - No such file or directory
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33070 Closing
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33076 Accepted
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33076 [404]: GET /basket - No such file or directory
2025-09-08T17:13:40: [Mon Sep  8 17:13:40 2025] 127.0.0.1:33076 Closing
2025-09-08T17:13:43: [Mon Sep  8 17:13:43 2025] 127.0.0.1:33090 Accepted
2025-09-08T17:13:43: [Mon Sep  8 17:13:43 2025] 127.0.0.1:33090 [404]: GET /catalog_item?iblock_id=21&code=gidrator_camelback_1_5_l&with_images=Y&format=full - No such file or directory
2025-09-08T17:13:43: [Mon Sep  8 17:13:43 2025] 127.0.0.1:33090 Closing
2025-09-08T17:13:45: [Mon Sep  8 17:13:45 2025] 127.0.0.1:33098 Accepted
2025-09-08T17:13:45: [Mon Sep  8 17:13:45 2025] 127.0.0.1:33098 [404]: GET /catalog_item?iblock_id=21&code=spusk_sportivnyy_glock_oem_performance_trigger_gen4_gen5_9mm_pistols&with_images=Y&format=full - No such file or directory
2025-09-08T17:13:45: [Mon Sep  8 17:13:45 2025] 127.0.0.1:33098 Closing
2025-09-08T17:13:56: [Mon Sep  8 17:13:56 2025] 127.0.0.1:41370 Accepted
2025-09-08T17:13:56: [Mon Sep  8 17:13:56 2025] 127.0.0.1:41370 [404]: GET /catalog_item?iblock_id=21&code=knopka_vybrosa_magazina_strike_industries_si_ar_ambi_mr_dlya_ar_1&with_images=Y&format=full - No such file or directory
2025-09-08T17:13:56: [Mon Sep  8 17:13:56 2025] 127.0.0.1:41370 Closing
2025-09-08T17:13:57: [Mon Sep  8 17:13:57 2025] 127.0.0.1:41372 Accepted
2025-09-08T17:13:57: [Mon Sep  8 17:13:57 2025] 127.0.0.1:41372 [404]: GET /catalog_item?iblock_id=21&code=gidrator_camelback_1_5_l&with_images=Y&format=full - No such file or directory
2025-09-08T17:13:57: [Mon Sep  8 17:13:57 2025] 127.0.0.1:41372 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41196 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41196 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41196 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41206 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41206 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41206 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41222 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41222 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41222 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41236 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41236 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41236 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41248 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41248 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41248 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41260 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41260 [404]: GET /basket - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41260 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41264 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41264 [404]: GET /basket - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41264 Closing
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41276 Accepted
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41276 [404]: GET /basket - No such file or directory
2025-09-08T17:14:17: [Mon Sep  8 17:14:17 2025] 127.0.0.1:41276 Closing
2025-09-08T17:14:21: [Mon Sep  8 17:14:21 2025] 127.0.0.1:48186 Accepted
2025-09-08T17:14:21: [Mon Sep  8 17:14:21 2025] 127.0.0.1:48186 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:14:21: [Mon Sep  8 17:14:21 2025] 127.0.0.1:48186 Closing
2025-09-08T17:14:23: [Mon Sep  8 17:14:23 2025] 127.0.0.1:48190 Accepted
2025-09-08T17:14:23: [Mon Sep  8 17:14:23 2025] 127.0.0.1:48190 [404]: GET /sections?limit=1&iblock_id=21&code=equipment - No such file or directory
2025-09-08T17:14:23: [Mon Sep  8 17:14:23 2025] 127.0.0.1:48190 Closing
2025-09-08T17:14:28: [Mon Sep  8 17:14:28 2025] 127.0.0.1:48200 Accepted
2025-09-08T17:14:28: [Mon Sep  8 17:14:28 2025] 127.0.0.1:48200 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:14:28: [Mon Sep  8 17:14:28 2025] 127.0.0.1:48200 Closing
2025-09-08T17:14:30: [Mon Sep  8 17:14:30 2025] 127.0.0.1:51704 Accepted
2025-09-08T17:14:30: [Mon Sep  8 17:14:30 2025] 127.0.0.1:51704 [404]: GET /sections?limit=1&iblock_id=21&code=equipment - No such file or directory
2025-09-08T17:14:30: [Mon Sep  8 17:14:30 2025] 127.0.0.1:51704 Closing
2025-09-08T17:14:34: [Mon Sep  8 17:14:34 2025] 127.0.0.1:51716 Accepted
2025-09-08T17:14:34: [Mon Sep  8 17:14:34 2025] 127.0.0.1:51716 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:14:34: [Mon Sep  8 17:14:34 2025] 127.0.0.1:51716 Closing
2025-09-08T17:14:37: [Mon Sep  8 17:14:37 2025] 127.0.0.1:51732 Accepted
2025-09-08T17:14:37: [Mon Sep  8 17:14:37 2025] 127.0.0.1:51732 [404]: GET /catalog_item?iblock_id=21&code=knopka_vybrosa_magazina_strike_industries_si_ar_ambi_mr_dlya_ar_1&with_images=Y&format=full - No such file or directory
2025-09-08T17:14:37: [Mon Sep  8 17:14:37 2025] 127.0.0.1:51732 Closing
2025-09-08T17:14:38: [Mon Sep  8 17:14:38 2025] 127.0.0.1:51736 Accepted
2025-09-08T17:14:38: [Mon Sep  8 17:14:38 2025] 127.0.0.1:51736 [404]: GET /sections?limit=1&iblock_id=21&code=other - No such file or directory
2025-09-08T17:14:38: [Mon Sep  8 17:14:38 2025] 127.0.0.1:51736 Closing
2025-09-08T17:14:40: [Mon Sep  8 17:14:40 2025] 127.0.0.1:44782 Accepted
2025-09-08T17:14:40: t=Y&limit=12&page=1&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:14:40: [Mon Sep  8 17:14:40 2025] 127.0.0.1:44782 Closing
2025-09-08T17:14:40: [Mon Sep  8 17:14:40 2025] 127.0.0.1:44792 Accepted
2025-09-08T17:14:40: t=Y&limit=200&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:14:40: [Mon Sep  8 17:14:40 2025] 127.0.0.1:44792 Closing
2025-09-08T17:14:42: [Mon Sep  8 17:14:42 2025] 127.0.0.1:44806 Accepted
2025-09-08T17:14:42: [Mon Sep  8 17:14:42 2025] 127.0.0.1:44806 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=12&page=1&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:14:42: [Mon Sep  8 17:14:42 2025] 127.0.0.1:44806 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44820 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44820 [404]: GET /sections?iblock_id=21&tree_mode=flat&depth=3&with_element_count=Y - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44820 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44832 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44832 [404]: GET /catalog?iblock_id=21&limit=8&sort=date_create:desc&active=Y&in_stock=Y&has_price=Y - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44832 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44840 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44840 [404]: GET /catalog?action=brands&iblock_id=21&brands_iblock_id=22&with_products_count=Y&limit=8&image_resize=150x150&with_products=Y - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44840 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44844 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44844 [404]: GET /catalog?iblock_id=21&property[BESTSELLER]=Y&limit=8&sort=sort:asc - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44844 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44852 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44852 [404]: GET /catalog?iblock_id=27&format=minimal - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44852 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44864 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44864 [404]: GET /basket - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44864 Closing
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44874 Accepted
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44874 [404]: GET /basket - No such file or directory
2025-09-08T17:14:47: [Mon Sep  8 17:14:47 2025] 127.0.0.1:44874 Closing
2025-09-08T17:14:58: [Mon Sep  8 17:14:58 2025] 127.0.0.1:36446 Accepted
2025-09-08T17:14:58: [Mon Sep  8 17:14:58 2025] 127.0.0.1:36446 [404]: GET /catalog_item?iblock_id=21&code=pruzhina_odnoryadnogo_magazina_et_for_1911_9kh19mm&with_images=Y&format=full - No such file or directory
2025-09-08T17:14:58: [Mon Sep  8 17:14:58 2025] 127.0.0.1:36446 Closing
2025-09-08T17:15:26: [Mon Sep  8 17:15:26 2025] 127.0.0.1:59562 Accepted
2025-09-08T17:15:26: [Mon Sep  8 17:15:26 2025] 127.0.0.1:59562 [404]: GET /catalog_item?iblock_id=21&code=komplekt_gazovykh_kolets_et_for_ar_15&with_images=Y&format=full - No such file or directory
2025-09-08T17:15:26: [Mon Sep  8 17:15:26 2025] 127.0.0.1:59562 Closing
2025-09-08T17:15:57: [Mon Sep  8 17:15:57 2025] 127.0.0.1:58474 Accepted
2025-09-08T17:15:57: [Mon Sep  8 17:15:57 2025] 127.0.0.1:58474 [404]: GET /catalog_item?iblock_id=21&code=komplekt_gazovykh_kolets_et_for_ar_15&with_images=Y&format=full - No such file or directory
2025-09-08T17:15:57: [Mon Sep  8 17:15:57 2025] 127.0.0.1:58474 Closing
2025-09-08T17:19:27: [Mon Sep  8 17:19:27 2025] 127.0.0.1:54194 Accepted
2025-09-08T17:19:27: [Mon Sep  8 17:19:27 2025] 127.0.0.1:54194 [404]: GET /basket - No such file or directory
2025-09-08T17:19:27: [Mon Sep  8 17:19:27 2025] 127.0.0.1:54194 Closing
2025-09-08T18:00:06: [Mon Sep  8 18:00:06 2025] 127.0.0.1:47208 Accepted
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47208 [200]: OPTIONS /service.php?is_handout=true&action=offices&page=1&size=1
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47208 Closing
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47214 Accepted
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47214 [200]: GET /service.php?is_handout=true&action=offices&page=1&size=1
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47214 Closing
2025-09-08T18:00:07: [Mon Sep  8 18:00:07 2025] 127.0.0.1:47226 Accepted
2025-09-08T18:00:09: [Mon Sep  8 18:00:09 2025] 127.0.0.1:47226 [200]: OPTIONS /service.php?is_handout=true&action=offices&page=0
2025-09-08T18:00:09: [Mon Sep  8 18:00:09 2025] 127.0.0.1:47226 Closing
2025-09-08T18:00:09: [Mon Sep  8 18:00:09 2025] 127.0.0.1:47230 Accepted
2025-09-08T18:00:09: [Mon Sep  8 18:00:09 2025] 127.0.0.1:47244 Accepted
2025-09-08T18:00:11: [Mon Sep  8 18:00:11 2025] 127.0.0.1:47230 [200]: GET /service.php?is_handout=true&action=offices&page=0
2025-09-08T18:00:11: [Mon Sep  8 18:00:11 2025] 127.0.0.1:47230 Closing
2025-09-08T18:20:12: [Mon Sep  8 18:20:12 2025] 127.0.0.1:47244 Closed without sending a request; it was probably just an unused speculative preconnection
2025-09-08T18:20:12: [Mon Sep  8 18:20:12 2025] 127.0.0.1:47244 Closing
2025-09-08T18:52:08: [Mon Sep  8 18:52:08 2025] 127.0.0.1:48212 Accepted
2025-09-08T18:52:08: [Mon Sep  8 18:52:08 2025] 127.0.0.1:48212 [404]: GET /catalog_item?iblock_id=21&id=8581 - No such file or directory
2025-09-08T18:52:08: [Mon Sep  8 18:52:08 2025] 127.0.0.1:48212 Closing
